Name,NetWorth,Country,Source,Rank,Age,Industry
Leonid Simanovsky,1.6,Russia,investments,1931,71.0,Finance & Investments
Peter Sperling,1.6,United States,education,1931,61.0,Service
Sun Weijie,1.6,China,oilfield equipment,1931,57.0,Manufacturing
Prachak Tangkaravakoon,1.6,Thailand,paints,1931,77.0,Manufacturing
Clemens Toennies,1.6,Germany,meat processing,1931,64.0,Food & Beverage
Tran Ba Duong & family,1.6,Vietnam,automotive,1931,61.0,Automotive
Tseng Cheng,1.6,Taiwan,petrochemicals,1931,59.0,Manufacturing
Tung Ching Bor,1.6,China,manufacturing,1931,58.0,Manufacturing
Shigefumi Wada,1.6,Japan,software,1931,68.0,Technology
Wang Qinghua,1.6,China,electric equipment,1931,55.0,Manufacturing
Wang Yiran,1.6,China,LCD main board,1931,41.0,Technology
Myron Wentz,1.6,St. Kitts and Nevis,health products,1931,81.0,Fashion & Retail
Ian Wood & family,1.6,United Kingdom,energy services,1931,78.0,Energy
Wu Chaoqun,1.6,China,chemicals,1931,51.0,Manufacturing
Wu Yingming,1.6,China,batteries,1931,54.0,Energy
Xie Bingkun & family,1.6,China,pearlescent pigments,1931,54.0,Fashion & Retail
Xiu Laigui,1.6,China,pharmaceuticals,1931,66.0,Healthcare
Yang Erzhu,1.6,China,real estate,1931,70.0,Real Estate
Yang Lijuan,1.6,China,restaurants,1931,43.0,Food & Beverage
Yao Kuizhang,1.6,China,beverages,1931,56.0,Food & Beverage
Yu Peidi,1.6,Hong Kong,real estate,1931,61.0,Real Estate
David Zalik,1.6,United States,financial technology,1931,47.0,Technology
Zhang Cheng Fei,1.6,China,paper & related products,1931,53.0,Manufacturing
Zhang Keqiang,1.6,China,real estate,1931,60.0,Real Estate
Zhang Shilong & family,1.6,China,semiconductor,1931,55.0,Technology
Zhang Xiaojuan,1.6,China,logistics,1931,51.0,Logistics
Zhang Yuanlin,1.6,China,real estate,1931,45.0,Real Estate
Antti Aarnio-Wihuri,1.5,Finland,diversified,2035,81.0,Diversified
Hamdi Akin & family,1.5,Turkey,diversified,2035,66.0,Diversified
"Herbert Allen, Jr. & family",1.5,United States,investment banking,2035,81.0,Finance & Investments
Harindarpal Banga,1.5,India,commodities,2035,70.0,Finance & Investments
Alex Beard,1.5,United Kingdom,"mining, commodities",2035,53.0,Metals & Mining
Barbara Benetton,1.5,Italy,"fashion retail, investments",2035,51.0,Fashion & Retail
Paolo Bulgari,1.5,Italy,luxury goods,2035,83.0,Fashion & Retail
Ron Burkle,1.5,United States,"supermarkets, investments",2035,68.0,Finance & Investments
Ahmet Calik,1.5,Turkey,"energy, banking, construction",2035,63.0,Diversified
Steve Case,1.5,United States,AOL,2035,62.0,Technology
Safra Catz,1.5,United States,software,2035,59.0,Technology
Chen Baohua,1.5,China,pharmaceutical,2035,59.0,Healthcare
Chen Xianbao & family,1.5,China,food,2035,61.0,Food & Beverage
Chen Xiaohui,1.5,China,information technology,2035,50.0,Technology
Phongthep Chiaravanont,1.5,Thailand,diversified,2035,69.0,Diversified
Alberto Cortina,1.5,Spain,investments,2035,75.0,Finance & Investments
Bharat Desai,1.5,United States,IT consulting,2035,68.0,Technology
Tim Draper,1.5,United States,cryptocurrency,2035,62.0,Finance & Investments
John Farber,1.5,United States,chemicals,2035,95.0,Manufacturing
Gary Fegel,1.5,Switzerland,"commodities, investments",2035,47.0,Metals & Mining
John Foley,1.5,United States,Peloton,2035,49.0,Technology
Geng Diangen,1.5,China,Internet,2035,64.0,Technology
Alan Gerry,1.5,United States,cable television,2035,92.0,Media & Entertainment
Esther Grether,1.5,Switzerland,art collection,2035,85.0,Fashion & Retail
Bill Gross,1.5,United States,investments,2035,76.0,Finance & Investments
Sue Gross,1.5,United States,investments,2035,71.0,Finance & Investments
Guo Ziwen,1.5,China,real estate,2035,57.0,Real Estate
Torstein Hagen,1.5,Norway,cruises,2035,78.0,Service
Huang Wen Tsai,1.5,China,real estate,2035,67.0,Real Estate
Huang Wenbiao,1.5,China,soy sauce,2035,53.0,Food & Beverage
Huh Jae-myung,1.5,South Korea,electric components,2035,49.0,Manufacturing
Ke Xiping & family,1.5,China,investments,2035,60.0,Diversified
Kim Jun-ki,1.5,South Korea,diversified,2035,76.0,Diversified
Seth Klarman,1.5,United States,investments,2035,63.0,Finance & Investments
Pyotr Kondrashev,1.5,Russia,investments,2035,71.0,Manufacturing
Raymond Kwok,1.5,Hong Kong,real estate,2035,67.0,Real Estate
Heikki Kyostila,1.5,Finland,dental products,2035,75.0,Healthcare
Arvind Lal,1.5,India,medical diagnostics,2035,71.0,Healthcare
Anthony Langley,1.5,United Kingdom,manufacturing,2035,66.0,Diversified
Christian Latouche,1.5,France,accounting services,2035,80.0,Finance & Investments
Gary Lauder,1.5,United States,Estée Lauder,2035,58.0,Fashion & Retail
James Leininger,1.5,United States,medical products,2035,76.0,Healthcare
Lin Zhijun,1.5,China,medical devices,2035,45.0,Healthcare
Lin Zhixiong & family,1.5,China,medical devices,2035,47.0,Healthcare
Vladimir Litvinenko,1.5,Russia,chemical industry,2035,65.0,Manufacturing
Liu Xiucai & family,1.5,United States,chemicals,2035,64.0,Manufacturing
Lu Zongjun,1.5,China,logistics,2035,57.0,Logistics
Duncan MacMillan,1.5,United States,Bloomberg LP,2035,83.0,Finance & Investments
Youssef Mansour,1.5,Egypt,diversified,2035,75.0,Diversified
George Marcus,1.5,United States,real estate,2035,79.0,Real Estate
Strive Masiyiwa,1.5,Zimbabwe,telecom,2035,60.0,Telecom
Billy Joe (Red) McCombs,1.5,United States,"real estate, oil, cars, sports",2035,93.0,Diversified
Lorinc Meszaros,1.5,Hungary,diversified,2035,55.0,Diversified
Jerry Moyes,1.5,United States,transportation,2035,77.0,Logistics
Marius Nacht,1.5,Israel,software,2035,55.0,Technology
Ezra Nahmad,1.5,Monaco,art,2035,75.0,Finance & Investments
Niti Osathanugrah,1.5,Thailand,"energy drinks,investments",2035,47.0,Finance & Investments
Alberto Palatchi,1.5,Spain,wedding dresses,2035,71.0,Fashion & Retail
Sushilkumar Parekh,1.5,India,adhesives,2035,88.0,Manufacturing
Lirio Parisotto,1.5,Brazil,investments,2035,67.0,Finance & Investments
Mark Pincus,1.5,United States,online games,2035,55.0,Technology
Michael Polsky,1.5,United States,Electric power,2035,72.0,Energy
P.V.Krishna Reddy,1.5,India,infrastructure,2035,51.0,Construction & Engineering
Prathap Reddy,1.5,India,healthcare,2035,89.0,Healthcare
Satish Reddy,1.5,India,pharmaceuticals,2035,53.0,Healthcare
Ren Jinsheng & family,1.5,China,pharmaceutical,2035,58.0,Healthcare
Helena Revoredo,1.5,Spain,security services,2035,74.0,Service
Matthew Roszak,1.5,United States,cryptocurrency,2035,48.0,Finance & Investments
Vinod Saraf,1.5,India,chemicals,2035,68.0,Manufacturing
Fayez Sarofim,1.5,United States,money management,2035,92.0,Finance & Investments
Steven Schuurman,1.5,Netherlands,software,2035,45.0,Technology
Basudeo Singh,1.5,India,pharmaceuticals,2035,80.0,Healthcare
Ryan Smith,1.5,United States,cloud computing,2035,42.0,Technology
Peter Sondakh,1.5,Indonesia,investments,2035,71.0,Finance & Investments
Sun Qinghuan,1.5,China,lighting,2035,47.0,Technology
Sun Yonghui,1.5,China,LCD main board,2035,50.0,Technology
Luc Tack,1.5,Belgium,"textile, chemicals",2035,59.0,Manufacturing
August Troendle,1.5,United States,pharmaceutical services,2035,65.0,Healthcare
Kenny Troutt,1.5,United States,telecom,2035,73.0,Telecom
John Van Lieshout,1.5,Australia,real estate,2035,75.0,Real Estate
Radha Vembu,1.5,India,business software,2035,48.0,Technology
Wang Huiwen,1.5,China,e-commerce,2035,43.0,Technology
Wang Wenbiao,1.5,China,"natural gas, fertilizers",2035,64.0,Manufacturing
Wang Yaohai,1.5,China,lighting,2035,54.0,Technology
Wang Zelong,1.5,China,chemicals,2035,24.0,Metals & Mining
Wang Zhentao & family,1.5,China,vaccine & shoes,2035,55.0,Healthcare
Wen Yilong,1.5,China,e-cigarettes,2035,32.0,Manufacturing
Thomas Wu,1.5,Taiwan,finance,2035,71.0,Finance & Investments
Wu Zhenxing,1.5,China,soy sauce,2035,51.0,Food & Beverage
Xiang Guangming & family,1.5,China,waste disposal,2035,57.0,Manufacturing
Xu Gang,1.5,China,Chemicals,2035,57.0,Manufacturing
Xu Wanmao,1.5,China,education,2035,76.0,Service
Jane Yan & family,1.5,China,software,2035,51.0,Technology
Ye Cheng,1.5,China,conglomerate,2035,59.0,Diversified
Yi Dasheng,1.5,China,conglomerate,2035,60.0,Diversified
Yu Rong,1.5,China,health clinics,2035,49.0,Healthcare
Yuan Zhimin & family,1.5,China,plastics,2035,60.0,Manufacturing
Zeng Chaolin,1.5,China,Aluminium,2035,38.0,Metals & Mining
Zhong Sheng Jian,1.5,Singapore,real estate,2035,63.0,Real Estate
Zhou Jian,1.5,China,robotics,2035,44.0,Technology
Zhu Yiming,1.5,China,semiconductors,2035,48.0,Technology
Zhuang Kuilong & family,1.5,China,polyester,2035,58.0,Manufacturing
Anu Aga,1.4,India,engineering,2141,78.0,Construction & Engineering
Farkhad Akhmedov,1.4,Russia,investments,2141,65.0,Energy
Alberto Alcocer,1.4,Spain,investments,2141,78.0,Finance & Investments
Alexandra Andresen,1.4,Norway,investments,2141,24.0,Diversified
Katharina Andresen,1.4,Norway,investments,2141,25.0,Diversified
Mori Arkin,1.4,Israel,pharmaceuticals,2141,68.0,Healthcare
Clifford Asness,1.4,United States,money management,2141,54.0,Finance & Investments
Nigel Austin,1.4,Australia,retail,2141,50.0,Fashion & Retail
Ziv Aviram,1.4,Israel,automotive technology,2141,62.0,Automotive
Louis Bacon,1.4,United States,hedge funds,2141,64.0,Finance & Investments
Samuel Barata,1.4,Brazil,drugstores,2141,83.0,Fashion & Retail
Angela Bennett,1.4,Australia,mining,2141,77.0,Metals & Mining
Maurizio Billi,1.4,Brazil,generic drugs,2141,63.0,Healthcare
Zadik Bino & family,1.4,Israel,"banking, oil",2141,77.0,Diversified
Anna Maria Braun,1.4,Germany,medical technology,2141,42.0,Healthcare
Johanna Braun,1.4,Germany,medical technology,2141,41.0,Healthcare
Karl Friedrich Braun,1.4,Germany,medical technology,2141,38.0,Healthcare
Cai Hao & family,1.4,China,solar energy,2141,50.0,Manufacturing
Binod Chaudhary,1.4,Nepal,diversified,2141,65.0,Diversified
Chen Liying,1.4,China,package delivery,2141,45.0,Logistics
Chen Qixing,1.4,China,electronics components,2141,61.0,Technology
Chen Zhuolin,1.4,China,real estate,2141,59.0,Real Estate
Fernando Chico Pardo,1.4,Mexico,airport management,2141,69.0,Service
Jean-Paul Clozel,1.4,Switzerland,pharmaceuticals,2141,66.0,Healthcare
Jim Crane,1.4,United States,"logistics, baseball",2141,67.0,Sports
Ana Lucia de Mattos Barretto Villela,1.4,Brazil,banking,2141,47.0,Finance & Investments
Darwin Deason,1.4,United States,software,2141,80.0,Service
Sefik Yilmaz Dizdar,1.4,Turkey,fashion retail,2141,83.0,Fashion & Retail
James Duff,1.4,United States,"tires, diversified",2141,60.0,Diversified
Thomas Duff,1.4,United States,"tires, diversified",2141,64.0,Diversified
Keith Dunleavy & family,1.4,United States,health IT,2141,51.0,Healthcare
Lloyd Frink,1.4,United States,Zillow,2141,56.0,Real Estate
Gao Yunfeng,1.4,China,industrial lasers,2141,54.0,Manufacturing
Jayme Garfinkel,1.4,Brazil,insurance,2141,75.0,Finance & Investments
Balkrishan Goenka,1.4,India,textiles,2141,54.0,Manufacturing
Jitse Groen,1.4,Netherlands,food delivery service,2141,42.0,Food & Beverage
Mimi Haas,1.4,United States,Levi's jeans,2141,74.0,Fashion & Retail
Richard Hayne,1.4,United States,Urban Outfitters,2141,73.0,Fashion & Retail
He Ningning,1.4,China,electronic components,2141,50.0,Manufacturing
He Yamin & family,1.4,China,manufacturing,2141,64.0,Manufacturing
Timothy Headington,1.4,United States,"oil & gas, investments",2141,70.0,Energy
Daniel Hirschfeld,1.4,United States,fashion retail,2141,79.0,Fashion & Retail
Francis Holder,1.4,France,bakeries,2141,80.0,Food & Beverage
Hu Chengzhong,1.4,China,manufacturing,2141,60.0,Manufacturing
Hu Gengxi & family,1.4,China,Bio-Pharma,2141,57.0,Healthcare
Huang Hongyun & family,1.4,China,real estate,2141,54.0,Real Estate
Huang Jian,1.4,China,home appliance,2141,54.0,Manufacturing
Huang Weibin,1.4,China,home appliances,2141,53.0,Manufacturing
Huang Xiaofen & family,1.4,China,printed circuit boards,2141,59.0,Technology
Archie Hwang,1.4,Taiwan,semiconductors,2141,68.0,Technology
Jay-Z,1.4,United States,Multiple,2141,51.0,Media & Entertainment
Johan Johannson,1.4,Norway,grocery stores,2141,54.0,Fashion & Retail
Scott Kapnick,1.4,United States,private equity,2141,62.0,Finance & Investments
Sidney Kimmel,1.4,United States,retail,2141,93.0,Fashion & Retail
Andrei Kosogov,1.4,Russia,Banking,2141,60.0,Energy
Guilherme Peirao Leal,1.4,Brazil,cosmetics,2141,71.0,Fashion & Retail
Theodore Leonsis,1.4,United States,sports teams,2141,65.0,Sports
Li Denghai,1.4,China,seed production,2141,71.0,Food & Beverage
Liang Qin & family,1.4,China,semiconductor devices,2141,49.0,Technology
Liang Yaoming,1.4,China,diagnostics,2141,57.0,Healthcare
Liu Hua,1.4,China,infant formula,2141,48.0,Food & Beverage
Liu Xuejing & family,1.4,China,"copper, poultry",2141,70.0,Diversified
Anatoly Lomakin,1.4,Russia,investments,2141,68.0,Metals & Mining
Lu Rongfu,1.4,China,telecommunication,2141,50.0,Telecom
Antonio Marcegaglia,1.4,Italy,steel,2141,57.0,Metals & Mining
Emma Marcegaglia,1.4,Italy,steel,2141,55.0,Metals & Mining
Ilson Mateus,1.4,Brazil,supermarkets,2141,58.0,Fashion & Retail
Terence (Terry) Matthews,1.4,Canada,telecom,2141,78.0,Telecom
Trevor Milton,1.4,United States,★,2141,39.0,Automotive
Nirmal Minda,1.4,India,auto parts,2141,63.0,Automotive
Robert Mouawad,1.4,Lebanon,fine jewelry,2141,76.0,Service
Judith Neilson,1.4,Australia,investments,2141,75.0,Finance & Investments
Kerr Neilson,1.4,Australia,Investments,2141,71.0,Finance & Investments
Vadim Novinsky,1.4,Ukraine,steel,2141,57.0,Metals & Mining
John Ocampo,1.4,United States,semiconductors,2141,62.0,Technology
Jonathan Oringer,1.4,United States,stock photos,2141,46.0,Technology
Andreas Pohl,1.4,Germany,mutual funds,2141,56.0,Finance & Investments
"Reinfried Pohl, Jr.",1.4,Germany,mutual funds,2141,61.0,Finance & Investments
Qi Jinxing,1.4,China,real estate,2141,59.0,Real Estate
Qian Jinghong,1.4,China,electric scooters,2141,48.0,Automotive
Vito Rodriguez Rodriguez,1.4,Peru,processed milk,2141,82.0,Diversified
Oliver Samwer,1.4,Germany,tech investments,2141,47.0,Technology
Martin Selig,1.4,United States,real estate,2141,83.0,Real Estate
Airat Shaimiev,1.4,Russia,"refinery, chemicals",2141,59.0,Energy
Amnon Shashua,1.4,Israel,automotive technology,2141,60.0,Automotive
Nobutoshi Shimamura,1.4,Japan,retail,2141,95.0,Fashion & Retail
Michael Spencer,1.4,United Kingdom,stock exchange,2141,65.0,Finance & Investments
Edward Stack,1.4,United States,Dick's Sporting Goods,2141,66.0,Fashion & Retail
Thomas Steyer,1.4,United States,hedge funds,2141,63.0,Finance & Investments
Tan Ruiqing,1.4,China,chemicals,2141,54.0,Manufacturing
Itaru Tanimura,1.4,Japan,heathcare,2141,56.0,Healthcare
Sukanto Tanoto,1.4,Indonesia,diversified,2141,71.0,Diversified
Alexander Tedja,1.4,Indonesia,real estate,2141,75.0,Real Estate
Jim Thompson,1.4,United States,logistics,2141,81.0,Logistics
Jonathan Tisch,1.4,United States,"insurance, NFL team",2141,67.0,Diversified
Wilma Tisch,1.4,United States,diversified,2141,93.0,Finance & Investments
Jayshree Ullal,1.4,United States,computer networking,2141,60.0,Technology
Vardis Vardinoyannis & family,1.4,Greece,oil and gas,2141,88.0,Energy
Sunny Varkey,1.4,India,education,2141,63.0,Service
Wang Jianfeng & family,1.4,China,auto parts,2141,51.0,Automotive
Wang Junjin,1.4,China,airline,2141,52.0,Service
Wang Mingwang,1.4,China,electronics components,2141,53.0,Manufacturing
Wang Xiaoshen,1.4,China,lithium,2141,52.0,Manufacturing
Werner O. Weber,1.4,Switzerland,electronic components,2141,82.0,Manufacturing
Drorit Wertheim,1.4,Israel,Coca Cola Israel,2141,65.0,Food & Beverage
"Alfred West, Jr.",1.4,United States,money management,2141,78.0,Finance & Investments
Wu Po Sum,1.4,China,real estate,2141,70.0,Real Estate
Xie Ketao,1.4,China,education,2141,57.0,Service
Swift Xie,1.4,China,drones,2141,41.0,Technology
Yu Guo,1.4,China,education,2141,59.0,Service
"Richard Yuengling, Jr.",1.4,United States,beer,2141,78.0,Food & Beverage
Clayton Zekelman,1.4,Canada,steel,2141,52.0,Manufacturing
Zheng Hong & family,1.4,China,electronics,2141,70.0,Technology
Shusheng Zheng,1.4,China,telecom,2141,55.0,Telecom
Zhuo Jun,1.4,Hong Kong,printed circuit boards,2141,55.0,Manufacturing
Inigo Zobel,1.4,Philippines,Diversified,2141,64.0,Diversified
Sanjay Agarwal,1.3,India,banking,2263,50.0,Finance & Investments
Hamad bin Jassim bin Jaber Al Thani,1.3,Qatar,investments,2263,61.0,Finance & Investments
Nerio Alessandri,1.3,Italy,gym equipment,2263,59.0,Manufacturing
Mika Anttonen,1.3,Finland,oil & gas,2263,54.0,Energy
Ryuji Arai,1.3,Japan,appliances,2263,74.0,Manufacturing
Mehmet Aydinlar,1.3,Turkey,hospitals,2263,64.0,Healthcare
Achal Bakeri,1.3,India,air coolers,2263,61.0,Manufacturing
Elena Baturina,1.3,Russia,"investments, real estate",2263,58.0,Construction & Engineering
Othman Benjelloun & family,1.3,Morocco,"banking, insurance",2263,88.0,Finance & Investments
Oleg Boyko,1.3,Russia,diversified,2263,56.0,Diversified
Ludwig Theodor Braun,1.3,Germany,medical technology,2263,31.0,Healthcare
Ana Maria Brescia Cafferata,1.3,Peru,"mining, banking",2263,96.0,Diversified
Chris Britt,1.3,United States,fintech,2263,48.0,Finance & Investments
Rafal Brzoska,1.3,Poland,parcel lockers,2263,43.0,Logistics
Chuck Bundrant,1.3,United States,fishing,2263,79.0,Food & Beverage
Pradip Burman,1.3,India,consumer goods,2263,78.0,Food & Beverage
Cao Xiaochun,1.3,China,pharmaceuticals,2263,52.0,Healthcare
Chang Pyung-soon,1.3,South Korea,educational services,2263,70.0,Service
Jeffrey Cheah,1.3,Malaysia,property,2263,76.0,Real Estate
Vivien Chen,1.3,Hong Kong,real estate,2263,62.0,Real Estate
Cheng Lili,1.3,China,poultry breeding,2263,56.0,Food & Beverage
Cho Jung-ho,1.3,South Korea,finance,2263,62.0,Finance & Investments
Chu Jian,1.3,China,Manufacturing,2263,58.0,Manufacturing
Eduard Chukhlebov,1.3,Russia,metallurgy,2263,57.0,Metals & Mining
Turgay Ciner,1.3,Turkey,diversified,2263,65.0,Diversified
Tim Cook,1.3,United States,Apple,2263,60.0,Technology
Richard Desmond,1.3,United Kingdom,publishing,2263,69.0,Media & Entertainment
Du Shuanghua,1.3,China,steel,2263,56.0,Manufacturing
Egon Durban,1.3,United States,private equity,2263,47.0,Finance & Investments
Eduardo Eurnekian,1.3,Argentina,"airports, investments",2263,88.0,Diversified
Fan Minhua,1.3,China,pharmaceuticals,2263,59.0,Healthcare
Feng Chenhui,1.3,United States,Electronics,2263,55.0,Technology
Feng Yi,1.3,China,software,2263,47.0,Technology
John Goff,1.3,United States,real estate,2263,66.0,Real Estate
Kenneth Hao,1.3,United States,private equity,2263,52.0,Finance & Investments
Ayman Hariri,1.3,Lebanon,"construction, investments",2263,42.0,Construction & Engineering
Michael Heine,1.3,Australia,financial services,2263,71.0,Finance & Investments
Eduardo Hochschild,1.3,Peru,mining,2263,57.0,Metals & Mining
Huang Dawen,1.3,Hong Kong,silicon,2263,60.0,Manufacturing
Huang Shan,1.3,China,software,2263,50.0,Technology
Jiang Ganjun,1.3,China,home & office products,2263,57.0,Manufacturing
Conni Jonsson,1.3,Sweden,asset management,2263,60.0,Finance & Investments
Zbigniew Juroszek & family,1.3,Poland,"real estate, gambling",2263,58.0,Diversified
André Kasprzak,1.3,Denmark,shoes,2263,34.0,Fashion & Retail
Anna Kasprzak,1.3,Denmark,shoes,2263,31.0,Fashion & Retail
Peter Kelly,1.3,United Kingdom,I.T.,2263,63.0,Technology
Kim Nam-jung,1.3,South Korea,food,2263,48.0,Food & Beverage
Hemendra Kothari,1.3,India,Financial Services,2263,74.0,Finance & Investments
Michael Krasny,1.3,United States,retail,2263,67.0,Technology
Igor Kudryashkin,1.3,Russia,metallurgy,2263,59.0,Metals & Mining
Bernard Lewis & family,1.3,United Kingdom,fashion retailer,2263,95.0,Fashion & Retail
Li Tan,1.3,China,pharmaceuticals,2263,56.0,Healthcare
Liang Guangwei,1.3,China,conglomerate,2263,57.0,Manufacturing
Liang Jiankun & family,1.3,China,cobalt mining,2263,59.0,Metals & Mining
Liu Jilu & family,1.3,China,Logistics,2263,74.0,Logistics
Mangal Prabhat Lodha,1.3,India,real estate,2263,65.0,Real Estate
Brandt Louie,1.3,Canada,drugstores,2263,77.0,Food & Beverage
Lu Hongyan,1.3,China,online games,2263,43.0,Media & Entertainment
Zhaoxi Lu,1.3,China,e-commerce,2263,52.0,Technology
Ma Renhe,1.3,China,"textiles, apparel",2263,61.0,Fashion & Retail
Deepak Mehta,1.3,India,chemicals,2263,64.0,Manufacturing
Ulrike Meister,1.3,Germany,appliances,2263,54.0,Manufacturing
Lidiya Mikhailova & family,1.3,Russia,agribusiness,2263,63.0,Food & Beverage
Alan Miller & family,1.3,United States,healthcare services,2263,83.0,Healthcare
Martin Moller Nielsen,1.3,Denmark,aircraft leasing,2263,56.0,Logistics
Greg Mondre,1.3,United States,private equity,2263,46.0,Finance & Investments
Yoshiko Mori,1.3,Japan,real estate,2263,80.0,Real Estate
Bob Muglia,1.3,United States,software,2263,61.0,Technology
George Alexander Muthoot,1.3,India,financial services,2263,65.0,Finance & Investments
George Jacob Muthoot,1.3,India,financial services,2263,68.0,Finance & Investments
George Thomas Muthoot,1.3,India,financial services,2263,70.0,Finance & Investments
Ranjan Pai,1.3,India,education,2263,48.0,Service
Antonio Percassi,1.3,Italy,"real estate, diversified",2263,67.0,Diversified
Stefan Pierer,1.3,Austria,automotive,2263,64.0,Automotive
Qiu Minxiu,1.3,China,semiconductors,2263,75.0,Technology
Lily Safra,1.3,Monaco,banking,2263,83.0,Finance & Investments
Nobutada Saji,1.3,Japan,beverages,2263,75.0,Food & Beverage
Thomas Sandell,1.3,Sweden,hedge funds,2263,60.0,Finance & Investments
Penny Sanford,1.3,United States,real estate brokerage,2263,55.0,Real Estate
Ilya Scherbovich,1.3,Russia,investments,2263,46.0,Finance & Investments
Gerald Schwartz,1.3,Canada,finance,2263,79.0,Finance & Investments
Anatoly Sedykh,1.3,Russia,steel pipes,2263,56.0,Metals & Mining
Radik Shaimiev,1.3,Russia,"refinery, chemicals",2263,56.0,Energy
Shao Xiaofeng,1.3,China,e-commerce,2263,55.0,Technology
Shi Xu,1.3,Singapore,technology,2263,57.0,Technology
Shin Chang-jae,1.3,South Korea,insurance,2263,67.0,Finance & Investments
Ron Sim,1.3,Singapore,retail,2263,62.0,Fashion & Retail
Jasminder Singh & family,1.3,United Kingdom,hotels,2263,70.0,Real Estate
Jared Smith,1.3,United States,cloud computing,2263,46.0,Technology
Terry Snow,1.3,Australia,"airports, real estate",2263,77.0,Real Estate
Petter Stordalen & family,1.3,Norway,hotels,2263,58.0,Service
Dirk Stroeer,1.3,Germany,advertising,2263,52.0,Media & Entertainment
Satoshi Suzuki,1.3,Japan,cosmetics,2263,67.0,Fashion & Retail
Tang Zhuang,1.3,United States,electronics,2263,48.0,Technology
Joop van den Ende,1.3,Netherlands,TV shows,2263,79.0,Media & Entertainment
Masaru Wasami,1.3,Japan,logistics,2263,75.0,Logistics
Wei Shaojun,1.3,China,real estate,2263,58.0,Real Estate
Farris Wilks,1.3,United States,natural gas,2263,69.0,Energy
Whitney Wolfe Herd,1.3,United States,dating app,2263,31.0,Technology
Wu Yonghua,1.3,China,apparel,2263,50.0,Fashion & Retail
Xia Shudong,1.3,China,IT service,2263,48.0,Technology
Xiong Jun & family,1.3,China,pharmaceuticals,2263,47.0,Healthcare
Xu Guangfu & family,1.3,China,Daqo Group,2263,78.0,Energy
Yang Keng,1.3,China,real estate,2263,60.0,Real Estate
Luis Enrique Yarur Rey,1.3,Chile,banking,2263,70.0,Finance & Investments
Ye Qiongjiu,1.3,China,software,2263,66.0,Technology
Yeh Kuo-I,1.3,Taiwan,manufacturing,2263,79.0,Manufacturing
Yu Bangping & family,1.3,China,coal mining,2263,53.0,Metals & Mining
Yu Jinkun & family,1.3,China,transportation equipment,2263,78.0,Manufacturing
Patrick Zalupski,1.3,United States,homebuilding,2263,40.0,Real Estate
Zhang Gongyun,1.3,China,tyre manufacturing machinery,2263,58.0,Manufacturing
Zhou Chengjian,1.3,China,fashion retail,2263,55.0,Fashion & Retail
Zhou Xiayun & family,1.3,China,Education,2263,66.0,Service
Zhu Tao,1.3,China,pharmaceutical,2263,48.0,Healthcare
Aras Agalarov,1.2,Russia,real estate,2378,65.0,Fashion & Retail
Syed Mokhtar AlBukhary,1.2,Malaysia,"engineering, energy, construction",2378,69.0,Construction & Engineering
Anant Asavabhokin,1.2,Thailand,real estate,2378,70.0,Real Estate
Thomas Bailey,1.2,United States,money management,2378,84.0,Finance & Investments
Shay Banon,1.2,Israel,search engine,2378,43.0,Technology
Sachin Bansal,1.2,India,flipkart,2378,39.0,Fashion & Retail
Christian Bertermann,1.2,Germany,used car sales,2378,37.0,Automotive
Cao Kejian,1.2,China,air compressors,2378,58.0,Manufacturing
Edouard Carmignac,1.2,France,asset management,2378,73.0,Finance & Investments
Chen Gang,1.2,China,solar energy,2378,53.0,Energy
Chen Tianqiao,1.2,China,online games,2378,47.0,Technology
Henry Cheng,1.2,Hong Kong,diversified,2378,74.0,Diversified
Cheng Wei,1.2,China,ride-hailing service,2378,38.0,Service
Chey Ki-won,1.2,South Korea,"computer services, telecom",2378,56.0,Technology
Chua Thian Poh,1.2,Singapore,real estate,2378,72.0,Real Estate
Ronald Clarke,1.2,United States,payments technology,2378,65.0,Technology
Sandor Csanyi,1.2,Hungary,"finance, real estate",2378,68.0,Diversified
Diego Della Valle,1.2,Italy,shoes,2378,67.0,Fashion & Retail
Deng Hui & family,1.2,United States,software,2378,58.0,Technology
Carl DeSantis,1.2,United States,energy drink,2378,81.0,Food & Beverage
Mathias Doepfner,1.2,Germany,Media,2378,58.0,Media & Entertainment
Aydin Dogan,1.2,Turkey,media,2378,84.0,Media & Entertainment
Marek Dospiva,1.2,Czechia,investments,2378,51.0,Finance & Investments
Wesley Edens,1.2,United States,investments,2378,59.0,Finance & Investments
Wolfgang Egger,1.2,Germany,real estate,2378,55.0,Real Estate
Gabriel Escarrer,1.2,Spain,hotels,2378,86.0,Service
Fan Zhaoxia & family,1.2,China,photovoltaic equipment,2378,53.0,Energy
Clement Fayat & family,1.2,France,construction,2378,89.0,Construction & Engineering
Gleb Fetisov,1.2,Russia,investments,2378,54.0,Telecom
J. Christopher Flowers,1.2,United States,investments,2378,63.0,Finance & Investments
Dan Gertler,1.2,Israel,mining,2378,47.0,Metals & Mining
Premchand Godha,1.2,India,pharmaceuticals,2378,74.0,Healthcare
Lance Gokongwei,1.2,Philippines,diversified,2378,53.0,Diversified
Lawrence Golub,1.2,United States,private equity,2378,61.0,Finance & Investments
Ryan Graves,1.2,United States,uber,2378,37.0,Technology
Mehmet Nazif Gunal,1.2,Turkey,"tourism, construction",2378,73.0,Diversified
